0.00,0.805674
0.50,0.805533
1.00,0.806109
1.50,0.804392
2.00,0.804061
2.50,0.802834
3.00,0.803399
3.50,0.801422
4.00,0.801063
4.50,0.800368
5.00,0.799472
5.50,0.799173
6.00,0.797913
6.50,0.798147
7.00,0.796952
7.50,0.795675
8.00,0.795795
8.50,0.795034
9.00,0.793856
9.50,0.793003
10.00,0.792715
10.50,0.792916
11.00,0.791232
11.50,0.789989
12.00,0.789630
12.50,0.789766
13.00,0.787235
13.50,0.786942
14.00,0.787023
14.50,0.785758
15.00,0.784156
15.50,0.784525
16.00,0.783276
16.50,0.782026
17.00,0.781570
17.50,0.780837
18.00,0.780685
18.50,0.779028
19.00,0.778230
19.50,0.778458
20.00,0.776644
20.50,0.775639
21.00,0.775954
21.50,0.775009
22.00,0.773793
22.50,0.772820
23.00,0.772880
23.50,0.771082
24.00,0.770588
24.50,0.770202
25.00,0.769285
25.50,0.768117
26.00,0.767242
26.50,0.766916
27.00,0.766498
27.50,0.765216
28.00,0.764527
28.50,0.763690
29.00,0.762202
29.50,0.762821
30.00,0.760937
30.50,0.760431
31.00,0.759383
31.50,0.759622
32.00,0.757835
32.50,0.756961
33.00,0.756521
33.50,0.756086
34.00,0.754826
34.50,0.753664
35.00,0.753707
35.50,0.752284
36.00,0.751910
36.50,0.750432
37.00,0.751176
37.50,0.749210
38.00,0.748146
38.50,0.748108
39.00,0.747488
39.50,0.746141
40.00,0.745294
40.50,0.745788
41.00,0.743426
41.50,0.743442
42.00,0.742231
42.50,0.742361
43.00,0.740650
43.50,0.741036
44.00,0.739358
44.50,0.739005
45.00,0.738076
45.50,0.737478
46.00,0.736495
46.50,0.736756
47.00,0.734888
47.50,0.734475
48.00,0.733894
48.50,0.733323
49.00,0.732237
49.50,0.732139
50.00,0.731281
50.50,0.729874
51.00,0.730054
51.50,0.729483
52.00,0.728343
52.50,0.727012
53.00,0.726914
53.50,0.726328
54.00,0.725589
54.50,0.724801
55.00,0.724503
55.50,0.723585
56.00,0.723080
56.50,0.721923
57.00,0.722211
57.50,0.720701
58.00,0.720261
58.50,0.720174
59.00,0.719234
59.50,0.718952
60.00,0.718305
60.50,0.717670
61.00,0.716719
61.50,0.716165
62.00,0.715247
62.50,0.715258
63.00,0.714129
63.50,0.714063
64.00,0.713189
64.50,0.712564
65.00,0.712369
65.50,0.711717
66.00,0.710685
66.50,0.710462
67.00,0.710652
67.50,0.708914
68.00,0.709142
68.50,0.708279
69.00,0.708018
69.50,0.707171
70.00,0.706959
70.50,0.706095
71.00,0.706324
71.50,0.705134
72.00,0.704683
72.50,0.704010
73.00,0.703868
73.50,0.703532
74.00,0.702712
74.50,0.702228
75.00,0.702310
75.50,0.702201
76.00,0.700919
76.50,0.701126
77.00,0.700805
77.50,0.699882
78.00,0.699529
78.50,0.699480
79.00,0.699078
79.50,0.698035
80.00,0.698274
80.50,0.697492
81.00,0.697698
81.50,0.696818
82.00,0.697568
82.50,0.696188
83.00,0.696248
83.50,0.695727
84.00,0.695977
84.50,0.695466
85.00,0.694879
85.50,0.694532
86.00,0.695113
86.50,0.694581
87.00,0.694054
87.50,0.693543
88.00,0.693380
88.50,0.693353
89.00,0.692403
89.50,0.692875
90.00,0.692462
90.50,0.692109
91.00,0.691811
91.50,0.692131
92.00,0.691316
92.50,0.691387
93.00,0.691887
93.50,0.691137
94.00,0.690952
94.50,0.691311
95.00,0.690713
95.50,0.690865
96.00,0.691235
96.50,0.690572
97.00,0.690594
97.50,0.690127
98.00,0.690246
98.50,0.690724
99.00,0.690409
99.50,0.689839
100.00,0.690062
100.50,0.690458
101.00,0.689681
101.50,0.690045
102.00,0.690719
102.50,0.690203
103.00,0.689828
103.50,0.690387
104.00,0.690762
104.50,0.690143
105.00,0.690116
105.50,0.690523
106.00,0.690643
106.50,0.690371
107.00,0.690344
107.50,0.690871
108.00,0.690920
108.50,0.690681
109.00,0.691208
109.50,0.691908
110.00,0.690974
110.50,0.691756
111.00,0.692185
111.50,0.692169
112.00,0.691528
112.50,0.692984
113.00,0.692506
113.50,0.692658
114.00,0.692924
114.50,0.693418
115.00,0.693532
115.50,0.693098
116.00,0.694363
116.50,0.694825
117.00,0.694814
117.50,0.695026
118.00,0.695558
118.50,0.695765
119.00,0.696118
119.50,0.696275
120.00,0.697095
120.50,0.697351
121.00,0.696677
121.50,0.697671
122.00,0.698855
122.50,0.698296
123.00,0.698763
123.50,0.699382
124.00,0.699051
124.50,0.700208
125.00,0.700322
125.50,0.701272
126.00,0.701783
126.50,0.701620
127.00,0.702331
127.50,0.702999
128.00,0.703434
128.50,0.703401
129.00,0.704917
129.50,0.705036
130.00,0.704928
130.50,0.706432
131.00,0.706514
131.50,0.706563
132.00,0.707649
132.50,0.708279
133.00,0.709186
133.50,0.708502
134.00,0.710256
134.50,0.710647
135.00,0.711201
135.50,0.711625
136.00,0.712673
136.50,0.713059
137.00,0.713330
137.50,0.713955
138.00,0.715725
138.50,0.715182
139.00,0.715285
139.50,0.717523
140.00,0.717463
140.50,0.718702
141.00,0.718512
141.50,0.719582
142.00,0.720348
142.50,0.721331
143.00,0.721461
143.50,0.723237
144.00,0.722542
144.50,0.723867
145.00,0.724953
145.50,0.725334
146.00,0.725578
146.50,0.727354
147.00,0.727669
147.50,0.727865
148.00,0.729179
148.50,0.730179
149.00,0.731069
149.50,0.730629
150.00,0.732731
150.50,0.732509
151.00,0.733970
151.50,0.734545
152.00,0.735844
152.50,0.736082
153.00,0.737359
153.50,0.737136
154.00,0.738771
154.50,0.739200
155.00,0.739933
155.50,0.741047
156.00,0.741764
156.50,0.743051
157.00,0.742980
157.50,0.744729
158.00,0.745039
158.50,0.746131
159.00,0.746853
159.50,0.748178
160.00,0.748330
160.50,0.749145
161.00,0.750231
161.50,0.751529
162.00,0.751920
162.50,0.753132
163.00,0.753610
163.50,0.754729
164.00,0.755668
164.50,0.755837
165.00,0.757618
165.50,0.758373
166.00,0.758922
166.50,0.759367
167.00,0.761192
167.50,0.761724
168.00,0.762436
168.50,0.763603
169.00,0.764516
169.50,0.765401
170.00,0.765472
170.50,0.767427
171.00,0.767791
171.50,0.767785
172.00,0.770050
172.50,0.770088
173.00,0.770930
173.50,0.771935
174.00,0.773706
174.50,0.773043
175.00,0.774580
175.50,0.775389
176.00,0.776774
176.50,0.776340
177.00,0.778186
177.50,0.779333
178.00,0.779414
178.50,0.780386
179.00,0.781554
179.50,0.782423
180.00,0.782602
180.50,0.784101
181.00,0.784606
181.50,0.786198
182.00,0.785942
182.50,0.787485
183.00,0.787648
183.50,0.789440
184.00,0.789283
184.50,0.790277
185.00,0.791624
185.50,0.792112
186.00,0.792395
186.50,0.793812
187.00,0.795013
187.50,0.795029
188.00,0.795735
188.50,0.796962
189.00,0.797831
189.50,0.797636
190.00,0.798956
190.50,0.800460
191.00,0.799765
191.50,0.801074
192.00,0.801943
192.50,0.803350
193.00,0.802578
193.50,0.804365
194.00,0.804843
194.50,0.805957
195.00,0.805289
195.50,0.807667
196.00,0.808015
196.50,0.807928
197.00,0.809047
197.50,0.809780
198.00,0.810611
198.50,0.810188
199.00,0.812213
199.50,0.812099
200.00,0.812556
200.50,0.813354
201.00,0.814353
201.50,0.814690
202.00,0.815440
202.50,0.815641
203.00,0.816482
203.50,0.817818
204.00,0.817064
204.50,0.818416
205.00,0.819470
205.50,0.819839
206.00,0.819671
206.50,0.821675
207.00,0.821289
207.50,0.821365
208.00,0.822468
208.50,0.822696
209.00,0.823945
209.50,0.823027
210.00,0.824130
210.50,0.825324
211.00,0.824825
211.50,0.825840
212.00,0.826155
212.50,0.826997
213.00,0.826780
213.50,0.827470
214.00,0.828627
214.50,0.828024
215.00,0.828942
215.50,0.829365
216.00,0.829778
216.50,0.829941
217.00,0.830484
217.50,0.831125
218.00,0.831418
218.50,0.831076
219.00,0.831972
219.50,0.832043
220.00,0.832624
220.50,0.832347
221.00,0.833227
221.50,0.833477
222.00,0.833520
222.50,0.833993
223.00,0.834585
223.50,0.834851
224.00,0.834492
224.50,0.835003
225.00,0.835546
225.50,0.835122
226.00,0.835622
226.50,0.836529
227.00,0.836149
227.50,0.836165
228.00,0.836610
228.50,0.837349
229.00,0.836328
229.50,0.836746
230.00,0.837235
230.50,0.837664
231.00,0.836980
231.50,0.838039
232.00,0.838050
232.50,0.836920
233.00,0.837452
233.50,0.837974
234.00,0.838267
234.50,0.837675
235.00,0.838099
235.50,0.838185
236.00,0.838185
236.50,0.838207
237.00,0.838082
237.50,0.839152
238.00,0.837566
238.50,0.837707
239.00,0.838571
239.50,0.838267
240.00,0.837914
240.50,0.837957
241.00,0.838310
241.50,0.837707
242.00,0.837436
242.50,0.838354
243.00,0.837583
243.50,0.837246
244.00,0.837523
244.50,0.837430
245.00,0.837572
245.50,0.836681
246.00,0.837577
246.50,0.837387
247.00,0.836529
247.50,0.836312
248.00,0.837029
248.50,0.836165
249.00,0.836610
249.50,0.835828
250.00,0.836008
250.50,0.835508
251.00,0.834829
251.50,0.835052
252.00,0.834514
252.50,0.835394
253.00,0.833129
253.50,0.834547
254.00,0.833303
254.50,0.833781
255.00,0.832559
255.50,0.832727
256.00,0.833086
256.50,0.832173
